Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,-2,0,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Frequently,25 - 34,Current Employees,Sales,Technical Degree,STAFF-6283,6283.0,Female,Research Director,Married,No,Y,5.0,-2.0,0.0,32.0,1.0,1327.0,26.0,Associates Degree,1.0,4.0,86.0,1.0,2.0,2.0,5670.0,15201.0,4.0,15.0,4.0,3.0,80.0,0.0,32.0,2.0,27.0,10.0,6.0,4.0
No,Travel_Rarely,Over 55,Current Employees,HR,Technical Degree,STAFF-6284,6284.0,Female,Human Resources,Married,Yes,Y,0.0,-2.0,0.0,56.0,1.0,482.0,7.0,Associates Degree,1.0,2.0,57.0,2.0,3.0,1.0,18259.0,2243.0,5.0,22.0,3.0,1.0,80.0,0.0,4.0,3.0,2.0,2.0,8.0,8.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-6285,6285.0,Female,Manager,Divorced,Yes,Y,5.0,-2.0,0.0,30.0,1.0,1265.0,25.0,Master's Degree,1.0,1.0,42.0,3.0,1.0,1.0,19711.0,12626.0,4.0,18.0,4.0,1.0,80.0,3.0,8.0,3.0,12.0,3.0,2.0,14.0
No,Non-Travel,25 - 34,Current Employees,R&D,Other,STAFF-6286,6286.0,Female,Manufacturing Director,Single,No,Y,2.0,-2.0,0.0,31.0,1.0,1061.0,28.0,High School,1.0,3.0,100.0,2.0,3.0,2.0,8688.0,13063.0,2.0,13.0,4.0,1.0,80.0,3.0,5.0,3.0,37.0,9.0,11.0,14.0
No,Non-Travel,Under 25,Current Employees,Sales,Technical Degree,STAFF-6287,6287.0,Male,Manufacturing Director,Married,No,Y,5.0,-2.0,0.0,22.0,1.0,1301.0,17.0,Doctoral Degree,1.0,2.0,95.0,2.0,5.0,2.0,6217.0,7116.0,3.0,16.0,3.0,2.0,80.0,1.0,32.0,2.0,8.0,3.0,7.0,14.0
No,Non-Travel,25 - 34,Current Employees,Sales,Marketing,STAFF-6288,6288.0,Female,Healthcare Representative,Divorced,Yes,Y,0.0,-2.0,0.0,30.0,1.0,1382.0,16.0,Bachelor's Degree,1.0,1.0,82.0,1.0,4.0,4.0,8920.0,24631.0,8.0,18.0,3.0,4.0,80.0,0.0,26.0,2.0,17.0,7.0,13.0,16.0
No,Travel_Frequently,35 - 44,Current Employees,HR,Technical Degree,STAFF-6289,6289.0,Male,Sales Executive,Divorced,Yes,Y,0.0,-2.0,0.0,37.0,1.0,323.0,29.0,Bachelor's Degree,1.0,2.0,97.0,4.0,1.0,3.0,15248.0,25928.0,4.0,17.0,4.0,4.0,80.0,3.0,19.0,2.0,35.0,3.0,5.0,4.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-6290,6290.0,Male,Sales Executive,Divorced,Yes,Y,2.0,-2.0,0.0,25.0,1.0,1022.0,27.0,Bachelor's Degree,1.0,1.0,60.0,1.0,4.0,1.0,7425.0,5689.0,2.0,25.0,3.0,1.0,80.0,2.0,11.0,4.0,12.0,2.0,14.0,5.0
No,Travel_Frequently,25 - 34,Current Employees,HR,Other,STAFF-6291,6291.0,Female,Healthcare Representative,Single,No,Y,1.0,-2.0,0.0,27.0,1.0,397.0,28.0,Bachelor's Degree,1.0,3.0,100.0,3.0,5.0,4.0,6781.0,14797.0,9.0,13.0,3.0,1.0,80.0,3.0,16.0,1.0,11.0,8.0,7.0,4.0
No,,Under 25,Current Employees,R&D,Medical,STAFF-6292,6292.0,Female,Sales Representative,Divorced,Yes,Y,1.0,-2.0,0.0,18.0,1.0,360.0,9.0,Master's Degree,1.0,4.0,63.0,4.0,1.0,4.0,18318.0,23101.0,6.0,16.0,3.0,3.0,80.0,3.0,29.0,4.0,40.0,14.0,7.0,1.0
No,Non-Travel,Under 25,Current Employees,R&D,Human Resources,STAFF-6293,6293.0,Female,Research Director,Married,Yes,Y,0.0,-2.0,0.0,24.0,0.0,946.0,23.0,Bachelor's Degree,1.0,4.0,76.0,1.0,5.0,1.0,15148.0,3551.0,2.0,13.0,4.0,1.0,80.0,3.0,13.0,3.0,0.0,5.0,6.0,16.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-6294,6294.0,Female,Research Director,Divorced,No,Y,4.0,-2.0,0.0,30.0,1.0,1278.0,5.0,Master's Degree,1.0,3.0,97.0,1.0,4.0,1.0,18292.0,26755.0,6.0,16.0,3.0,2.0,80.0,0.0,15.0,2.0,36.0,11.0,12.0,1.0
No,Travel_Frequently,35 - 44,Current Employees,Sales,Other,STAFF-6295,6295.0,Female,Research Director,Divorced,Yes,Y,4.0,-2.0,0.0,35.0,0.0,550.0,20.0,High School,1.0,2.0,42.0,1.0,1.0,3.0,10598.0,14886.0,7.0,21.0,4.0,4.0,80.0,2.0,15.0,3.0,0.0,13.0,3.0,9.0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Technical Degree,STAFF-6296,6296.0,Female,Sales Representative,Divorced,Yes,Y,3.0,-2.0,0.0,27.0,1.0,822.0,2.0,Bachelor's Degree,1.0,4.0,62.0,4.0,4.0,3.0,18473.0,9788.0,3.0,11.0,4.0,2.0,80.0,0.0,23.0,1.0,14.0,11.0,2.0,12.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Human Resources,STAFF-6297,6297.0,Female,Research Scientist,Single,Yes,Y,0.0,-2.0,0.0,31.0,1.0,775.0,21.0,Master's Degree,1.0,1.0,92.0,3.0,5.0,1.0,10074.0,23180.0,3.0,24.0,4.0,1.0,80.0,1.0,35.0,2.0,24.0,12.0,7.0,3.0
No,Non-Travel,Under 25,Current Employees,R&D,Human Resources,STAFF-6298,6298.0,Male,Laboratory Technician,Divorced,Yes,Y,6.0,-2.0,0.0,20.0,1.0,427.0,29.0,High School,1.0,1.0,70.0,2.0,5.0,2.0,10795.0,12625.0,9.0,20.0,4.0,4.0,80.0,0.0,17.0,4.0,12.0,3.0,10.0,10.0
No,Non-Travel,Under 25,Current Employees,Sales,Marketing,STAFF-6299,6299.0,Male,Sales Executive,Divorced,Yes,Y,1.0,-2.0,0.0,24.0,1.0,628.0,15.0,Associates Degree,1.0,1.0,56.0,4.0,1.0,4.0,18187.0,20608.0,9.0,24.0,4.0,3.0,80.0,1.0,0.0,2.0,17.0,5.0,0.0,13.0
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,STAFF-6300,6300.0,Male,Human Resources,Married,Yes,Y,3.0,-2.0,0.0,27.0,1.0,196.0,4.0,Associates Degree,1.0,4.0,65.0,2.0,2.0,3.0,16533.0,4307.0,6.0,23.0,4.0,4.0,80.0,2.0,3.0,4.0,7.0,11.0,4.0,6.0
Yes,Non-Travel,25 - 34,Ex-Employees,R&D,Technical Degree,STAFF-6301,6301.0,Female,Manufacturing Director,Single,Yes,Y,0.0,-2.0,0.0,31.0,1.0,573.0,24.0,Master's Degree,1.0,4.0,46.0,2.0,4.0,1.0,18026.0,21013.0,8.0,12.0,3.0,4.0,80.0,3.0,38.0,4.0,28.0,8.0,6.0,13.0
No,Travel_Frequently,Under 25,Current Employees,Sales,Other,STAFF-6302,6302.0,Male,Research Scientist,Single,No,Y,6.0,-2.0,0.0,24.0,1.0,181.0,7.0,High School,1.0,4.0,92.0,2.0,1.0,3.0,2312.0,15623.0,3.0,17.0,3.0,3.0,80.0,3.0,16.0,2.0,10.0,4.0,6.0,8.0
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,STAFF-6303,6303.0,Female,Sales Representative,Single,Yes,Y,1.0,-2.0,0.0,35.0,0.0,434.0,14.0,High School,1.0,2.0,53.0,4.0,2.0,1.0,13124.0,4272.0,4.0,21.0,4.0,2.0,80.0,0.0,15.0,2.0,3.0,17.0,4.0,8.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Other,STAFF-6304,6304.0,Male,Sales Representative,Single,Yes,Y,6.0,-2.0,0.0,18.0,0.0,185.0,25.0,Bachelor's Degree,1.0,1.0,56.0,2.0,2.0,2.0,8010.0,16012.0,1.0,23.0,3.0,4.0,80.0,1.0,7.0,3.0,21.0,10.0,14.0,0.0
No,Non-Travel,Under 25,Current Employees,Sales,Other,STAFF-6305,6305.0,Female,Sales Representative,Single,No,Y,4.0,-2.0,0.0,18.0,0.0,250.0,24.0,Master's Degree,1.0,3.0,68.0,3.0,4.0,4.0,2533.0,12787.0,3.0,22.0,4.0,2.0,80.0,2.0,24.0,3.0,17.0,7.0,7.0,5.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Travel_Frequently,Under 25,Current Employees,Sales,Marketing,STAFF-6306,6306.0,Female,Research Scientist,Divorced,Yes,Y,3.0,-2.0,0.0,18.0,1.0,1219.0,4.0,Master's Degree,1.0,2.0,55.0,1.0,3.0,4.0,4556.0,10276.0,1.0,14.0,4.0,3.0,80.0,1.0,9.0,4.0,28.0,10.0,3.0,2.0
No,Non-Travel,25 - 34,Current Employees,R&D,Other,STAFF-6307,6307.0,Male,Research Director,Married,No,Y,6.0,-2.0,0.0,28.0,1.0,425.0,28.0,Doctoral Degree,1.0,3.0,69.0,1.0,5.0,3.0,11195.0,10265.0,5.0,18.0,3.0,3.0,80.0,3.0,25.0,1.0,14.0,6.0,0.0,4.0
No,Travel_Frequently,35 - 44,Current Employees,Sales,Marketing,STAFF-6308,6308.0,Female,Human Resources,Divorced,Yes,Y,2.0,-2.0,0.0,39.0,1.0,585.0,10.0,High School,1.0,2.0,78.0,1.0,4.0,2.0,13485.0,21192.0,1.0,20.0,4.0,1.0,80.0,3.0,11.0,1.0,20.0,9.0,10.0,12.0
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,STAFF-6309,6309.0,Female,Healthcare Representative,Single,No,Y,3.0,-2.0,0.0,28.0,1.0,955.0,8.0,Associates Degree,1.0,,45.0,3.0,2.0,4.0,12425.0,2838.0,9.0,14.0,3.0,3.0,80.0,1.0,25.0,2.0,31.0,15.0,6.0,15.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-6310,6310.0,Female,Healthcare Representative,Single,No,Y,2.0,-2.0,0.0,30.0,1.0,1208.0,22.0,Associates Degree,1.0,1.0,93.0,3.0,2.0,4.0,1957.0,4631.0,3.0,18.0,3.0,3.0,80.0,2.0,14.0,4.0,23.0,4.0,0.0,9.0
No,Non-Travel,Under 25,Current Employees,Sales,Other,STAFF-6311,6311.0,Male,Research Scientist,Single,Yes,Y,1.0,-2.0,0.0,20.0,1.0,536.0,15.0,Bachelor's Degree,1.0,3.0,30.0,1.0,4.0,3.0,10465.0,14452.0,6.0,18.0,3.0,3.0,80.0,0.0,31.0,4.0,9.0,18.0,13.0,3.0
No,Travel_Frequently,35 - 44,Current Employees,Sales,Human Resources,STAFF-6312,6312.0,Female,Manufacturing Director,Divorced,Yes,Y,5.0,-2.0,0.0,35.0,0.0,734.0,25.0,Master's Degree,1.0,1.0,86.0,4.0,5.0,2.0,2940.0,15669.0,1.0,11.0,4.0,4.0,80.0,2.0,25.0,4.0,21.0,12.0,4.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Non-Travel,45 - 54,Current Employees,Sales,Technical Degree,STAFF-6313,6313.0,Male,Research Director,Married,Yes,Y,6.0,-2.0,0.0,51.0,1.0,601.0,28.0,Bachelor's Degree,1.0,4.0,59.0,1.0,2.0,1.0,3038.0,21651.0,8.0,14.0,4.0,4.0,80.0,3.0,12.0,4.0,37.0,1.0,10.0,2.0
No,Travel_Rarely,35 - 44,Current Employees,HR,Other,STAFF-6314,6314.0,Female,Manufacturing Director,Married,Yes,Y,4.0,-2.0,0.0,40.0,1.0,386.0,6.0,Bachelor's Degree,1.0,1.0,100.0,1.0,4.0,1.0,13614.0,22283.0,0.0,12.0,4.0,1.0,80.0,2.0,22.0,2.0,37.0,9.0,11.0,2.0
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-6315,6315.0,Male,,Married,Yes,Y,2.0,-2.0,0.0,29.0,1.0,1363.0,10.0,Doctoral Degree,1.0,2.0,99.0,4.0,4.0,1.0,11988.0,11775.0,3.0,14.0,3.0,3.0,80.0,1.0,36.0,2.0,1.0,8.0,11.0,10.0
No,Travel_Frequently,Over 55,Current Employees,R&D,Other,STAFF-6316,6316.0,Female,Sales Executive,Single,Yes,Y,2.0,-2.0,0.0,56.0,1.0,1071.0,25.0,Associates Degree,1.0,2.0,87.0,1.0,5.0,4.0,7701.0,16036.0,7.0,12.0,4.0,2.0,80.0,0.0,9.0,1.0,13.0,0.0,14.0,0.0
No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,STAFF-6317,6317.0,Male,Healthcare Representative,Married,Yes,Y,2.0,-2.0,0.0,49.0,1.0,335.0,24.0,Master's Degree,1.0,3.0,51.0,1.0,1.0,4.0,14647.0,10478.0,8.0,22.0,3.0,4.0,80.0,3.0,0.0,2.0,37.0,16.0,2.0,12.0
No,Travel_Frequently,35 - 44,Current Employees,HR,Marketing,STAFF-6318,6318.0,Female,Healthcare Representative,Divorced,Yes,Y,1.0,-2.0,0.0,38.0,1.0,424.0,22.0,Bachelor's Degree,1.0,3.0,88.0,4.0,2.0,2.0,7778.0,26930.0,9.0,22.0,3.0,4.0,80.0,2.0,22.0,2.0,39.0,18.0,2.0,14.0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,STAFF-6319,6319.0,Male,Research Director,Divorced,Yes,Y,4.0,-2.0,0.0,25.0,1.0,127.0,7.0,Bachelor's Degree,1.0,1.0,78.0,2.0,2.0,4.0,19522.0,7259.0,4.0,13.0,4.0,3.0,80.0,0.0,1.0,2.0,25.0,2.0,8.0,6.0
No,Non-Travel,Under 25,Current Employees,Sales,Other,STAFF-6320,6320.0,Male,Sales Executive,Divorced,No,Y,4.0,-2.0,0.0,18.0,1.0,1103.0,8.0,Associates Degree,1.0,1.0,71.0,4.0,3.0,1.0,11088.0,9572.0,0.0,14.0,3.0,3.0,80.0,3.0,37.0,4.0,27.0,16.0,7.0,1.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Other,STAFF-6321,6321.0,Male,Research Scientist,Single,No,Y,5.0,-2.0,0.0,30.0,1.0,1353.0,11.0,Bachelor's Degree,1.0,3.0,32.0,3.0,3.0,4.0,5349.0,10437.0,9.0,17.0,3.0,2.0,80.0,0.0,3.0,3.0,15.0,10.0,1.0,15.0
No,Non-Travel,25 - 34,Current Employees,HR,Marketing,STAFF-6322,6322.0,Male,Sales Representative,Single,Yes,Y,2.0,-2.0,0.0,26.0,1.0,1108.0,19.0,Associates Degree,1.0,1.0,62.0,3.0,4.0,4.0,14986.0,13405.0,4.0,25.0,4.0,4.0,80.0,0.0,28.0,2.0,18.0,18.0,9.0,10.0
No,Non-Travel,Under 25,Current Employees,R&D,Medical,STAFF-6323,6323.0,Male,Manager,Married,Yes,Y,0.0,-2.0,0.0,23.0,1.0,655.0,5.0,Master's Degree,1.0,4.0,32.0,1.0,5.0,2.0,7937.0,14629.0,5.0,18.0,3.0,4.0,80.0,0.0,39.0,2.0,36.0,1.0,0.0,14.0
No,Travel_Frequently,25 - 34,Current Employees,HR,Technical Degree,STAFF-6324,6324.0,Female,Manager,Married,Yes,Y,0.0,-2.0,0.0,26.0,1.0,1341.0,26.0,Doctoral Degree,1.0,3.0,94.0,3.0,3.0,4.0,4086.0,10082.0,2.0,16.0,4.0,2.0,80.0,1.0,34.0,1.0,1.0,7.0,14.0,2.0
No,Travel_Rarely,25 - 34,Current Employees,HR,Life Sciences,STAFF-6325,6325.0,Female,Manufacturing Director,Married,No,Y,5.0,-2.0,0.0,33.0,1.0,1443.0,25.0,Associates Degree,1.0,1.0,65.0,1.0,1.0,2.0,15689.0,24201.0,0.0,18.0,3.0,2.0,80.0,1.0,26.0,1.0,5.0,17.0,8.0,5.0
Yes,Non-Travel,25 - 34,Ex-Employees,Sales,Medical,STAFF-6326,6326.0,Female,Research Director,Single,Yes,Y,5.0,-2.0,0.0,29.0,1.0,189.0,25.0,Associates Degree,1.0,4.0,32.0,3.0,4.0,4.0,7865.0,22934.0,3.0,21.0,4.0,4.0,80.0,3.0,16.0,4.0,10.0,0.0,13.0,12.0
No,Non-Travel,Under 25,Current Employees,R&D,Human Resources,STAFF-6327,6327.0,Male,Human Resources,Married,No,Y,2.0,-2.0,0.0,20.0,1.0,491.0,22.0,Associates Degree,1.0,1.0,40.0,3.0,1.0,2.0,19192.0,12198.0,0.0,13.0,4.0,2.0,80.0,2.0,1.0,4.0,31.0,15.0,5.0,5.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Technical Degree,STAFF-6328,6328.0,Male,Laboratory Technician,Divorced,No,Y,6.0,-2.0,0.0,23.0,1.0,1169.0,6.0,Bachelor's Degree,1.0,2.0,94.0,2.0,1.0,3.0,5358.0,14876.0,8.0,17.0,4.0,4.0,80.0,0.0,23.0,1.0,31.0,17.0,10.0,9.0
No,Non-Travel,35 - 44,Current Employees,HR,Human Resources,STAFF-6329,6329.0,Female,Research Director,Divorced,Yes,Y,3.0,-2.0,0.0,39.0,1.0,995.0,20.0,Master's Degree,1.0,4.0,54.0,3.0,1.0,4.0,18183.0,8971.0,9.0,15.0,3.0,4.0,80.0,0.0,26.0,4.0,27.0,10.0,0.0,4.0
Yes,Travel_Frequently,Under 25,Ex-Employees,HR,Technical Degree,STAFF-6330,6330.0,Male,Sales Representative,Single,Yes,Y,3.0,-2.0,0.0,24.0,1.0,570.0,3.0,Doctoral Degree,1.0,2.0,73.0,4.0,3.0,4.0,10645.0,25833.0,8.0,16.0,3.0,2.0,80.0,2.0,9.0,2.0,26.0,18.0,1.0,9.0
No,Non-Travel,25 - 34,Current Employees,Sales,Technical Degree,STAFF-6331,6331.0,Male,Manufacturing Director,Divorced,Yes,Y,5.0,-2.0,0.0,30.0,1.0,230.0,7.0,Master's Degree,1.0,3.0,98.0,2.0,4.0,3.0,10079.0,8310.0,5.0,23.0,4.0,1.0,80.0,3.0,21.0,1.0,39.0,16.0,9.0,3.0
No,Non-Travel,25 - 34,Current Employees,HR,Life Sciences,STAFF-6332,6332.0,Female,Manager,Single,No,Y,5.0,-2.0,0.0,33.0,1.0,1129.0,8.0,Doctoral Degree,1.0,4.0,67.0,2.0,1.0,3.0,6612.0,9767.0,3.0,20.0,3.0,3.0,80.0,2.0,32.0,3.0,32.0,3.0,0.0,4.0
No,Non-Travel,25 - 34,Current Employees,HR,Other,STAFF-6333,6333.0,Female,Human Resources,Divorced,Yes,Y,1.0,-2.0,0.0,33.0,0.0,1052.0,19.0,Doctoral Degree,1.0,2.0,32.0,2.0,5.0,2.0,19602.0,10327.0,2.0,18.0,4.0,4.0,80.0,1.0,34.0,3.0,39.0,12.0,15.0,10.0
No,Travel_Rarely,Under 25,Current Employees,R&D,Technical Degree,STAFF-6334,6334.0,Female,Manufacturing Director,Married,No,Y,5.0,-2.0,0.0,19.0,1.0,551.0,29.0,Doctoral Degree,1.0,2.0,67.0,2.0,1.0,3.0,4835.0,19634.0,1.0,23.0,3.0,2.0,80.0,2.0,17.0,1.0,21.0,3.0,10.0,14.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-6335,6335.0,Male,Manager,Divorced,Yes,Y,0.0,-2.0,0.0,26.0,1.0,805.0,5.0,Master's Degree,1.0,4.0,87.0,4.0,1.0,4.0,1061.0,3236.0,8.0,18.0,4.0,3.0,80.0,2.0,21.0,4.0,37.0,3.0,10.0,5.0
No,Non-Travel,25 - 34,Current Employees,R&D,Marketing,STAFF-6336,6336.0,Male,Laboratory Technician,Divorced,Yes,Y,5.0,-2.0,0.0,33.0,1.0,905.0,5.0,High School,1.0,1.0,53.0,3.0,1.0,2.0,11695.0,14646.0,2.0,21.0,4.0,1.0,80.0,0.0,15.0,4.0,18.0,5.0,6.0,17.0
No,Non-Travel,25 - 34,Current Employees,Sales,Medical,STAFF-6337,6337.0,Male,Manufacturing Director,Divorced,No,Y,2.0,-2.0,0.0,28.0,1.0,1121.0,22.0,Doctoral Degree,1.0,4.0,59.0,1.0,5.0,4.0,12146.0,14524.0,1.0,15.0,3.0,1.0,80.0,1.0,39.0,4.0,20.0,17.0,13.0,3.0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Other,STAFF-6338,6338.0,Male,Human Resources,Divorced,Yes,Y,6.0,-2.0,0.0,54.0,1.0,501.0,4.0,Doctoral Degree,1.0,4.0,74.0,3.0,5.0,3.0,6925.0,2496.0,9.0,18.0,4.0,3.0,80.0,0.0,21.0,1.0,22.0,17.0,6.0,14.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-6339,6339.0,Male,Manager,Divorced,Yes,Y,2.0,-2.0,0.0,26.0,1.0,688.0,4.0,Associates Degree,1.0,1.0,32.0,4.0,3.0,3.0,16454.0,10899.0,9.0,12.0,3.0,3.0,80.0,2.0,26.0,4.0,6.0,8.0,14.0,0.0
No,Non-Travel,25 - 34,Current Employees,HR,Life Sciences,STAFF-6340,6340.0,Male,Manager,Married,Yes,Y,1.0,-2.0,0.0,25.0,1.0,728.0,20.0,Doctoral Degree,1.0,2.0,86.0,2.0,1.0,1.0,6536.0,21149.0,3.0,22.0,3.0,2.0,80.0,3.0,15.0,2.0,10.0,4.0,0.0,5.0
No,Non-Travel,25 - 34,Current Employees,R&D,Technical Degree,STAFF-6341,6341.0,Female,Sales Representative,Divorced,Yes,Y,1.0,-2.0,0.0,32.0,1.0,102.0,4.0,Master's Degree,1.0,3.0,36.0,4.0,3.0,2.0,12283.0,7978.0,1.0,12.0,4.0,1.0,80.0,0.0,17.0,4.0,16.0,18.0,15.0,12.0
No,Travel_Rarely,Under 25,Current Employees,R&D,Other,STAFF-6342,6342.0,Female,Manager,Divorced,No,Y,2.0,-2.0,0.0,20.0,1.0,653.0,12.0,Doctoral Degree,1.0,1.0,89.0,4.0,2.0,3.0,2974.0,25724.0,5.0,18.0,4.0,2.0,80.0,3.0,21.0,1.0,16.0,0.0,4.0,13.0
No,Travel_Rarely,Under 25,Current Employees,R&D,Marketing,STAFF-6343,6343.0,Female,Manufacturing Director,Divorced,Yes,Y,6.0,-2.0,0.0,19.0,1.0,659.0,14.0,Associates Degree,1.0,2.0,70.0,1.0,4.0,1.0,19328.0,18538.0,0.0,14.0,3.0,1.0,80.0,1.0,19.0,4.0,14.0,7.0,8.0,5.0
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,STAFF-6344,6344.0,Male,Research Scientist,Married,No,Y,2.0,-2.0,0.0,25.0,1.0,1000.0,9.0,High School,1.0,1.0,32.0,1.0,1.0,1.0,19221.0,7225.0,1.0,21.0,4.0,1.0,80.0,0.0,27.0,4.0,7.0,6.0,13.0,10.0
No,Non-Travel,Under 25,Current Employees,Sales,Medical,STAFF-6345,6345.0,Male,Laboratory Technician,Married,Yes,Y,0.0,-2.0,0.0,23.0,1.0,1112.0,4.0,High School,1.0,3.0,57.0,2.0,3.0,3.0,11536.0,22533.0,9.0,17.0,4.0,1.0,80.0,1.0,15.0,2.0,28.0,12.0,15.0,1.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Marketing,STAFF-6346,6346.0,Female,Laboratory Technician,Single,Yes,Y,3.0,-2.0,0.0,23.0,1.0,1081.0,21.0,Bachelor's Degree,1.0,1.0,38.0,4.0,2.0,2.0,3700.0,14663.0,4.0,15.0,3.0,4.0,80.0,1.0,0.0,1.0,8.0,12.0,9.0,9.0
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Technical Degree,STAFF-6347,6347.0,Female,Healthcare Representative,Married,Yes,Y,2.0,-2.0,0.0,29.0,1.0,925.0,25.0,Bachelor's Degree,1.0,1.0,48.0,2.0,2.0,1.0,9218.0,9376.0,9.0,13.0,3.0,2.0,80.0,2.0,2.0,2.0,6.0,4.0,3.0,0.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,STAFF-6348,6348.0,Female,Human Resources,Single,Yes,Y,5.0,-2.0,0.0,26.0,1.0,518.0,5.0,Master's Degree,1.0,3.0,30.0,2.0,2.0,4.0,5902.0,15317.0,5.0,20.0,3.0,1.0,80.0,1.0,11.0,4.0,6.0,4.0,6.0,5.0
No,Non-Travel,35 - 44,Current Employees,HR,Technical Degree,STAFF-6349,6349.0,Female,Manufacturing Director,Married,Yes,Y,3.0,-2.0,0.0,38.0,1.0,414.0,21.0,Doctoral Degree,1.0,4.0,64.0,1.0,1.0,4.0,1394.0,9845.0,0.0,17.0,3.0,4.0,80.0,1.0,6.0,3.0,30.0,15.0,15.0,2.0
No,Non-Travel,Under 25,Current Employees,HR,Human Resources,STAFF-6350,6350.0,Male,Laboratory Technician,Single,Yes,Y,6.0,-2.0,0.0,21.0,1.0,390.0,6.0,High School,1.0,2.0,60.0,2.0,1.0,4.0,16308.0,8576.0,0.0,21.0,3.0,4.0,80.0,3.0,7.0,1.0,4.0,14.0,7.0,17.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-6351,6351.0,Male,Research Scientist,Divorced,Yes,Y,3.0,-2.0,0.0,29.0,1.0,1307.0,29.0,Doctoral Degree,1.0,4.0,88.0,3.0,3.0,4.0,14090.0,3207.0,8.0,22.0,4.0,2.0,80.0,0.0,22.0,3.0,8.0,14.0,6.0,14.0
No,Travel_Rarely,Under 25,Current Employees,HR,Life Sciences,STAFF-6352,6352.0,Female,Sales Representative,Married,No,Y,4.0,-2.0,0.0,21.0,1.0,1364.0,22.0,Doctoral Degree,1.0,2.0,94.0,2.0,5.0,1.0,13146.0,8975.0,0.0,15.0,4.0,4.0,80.0,3.0,20.0,1.0,24.0,10.0,5.0,1.0
No,Travel_Frequently,25 - 34,Current Employees,HR,Human Resources,STAFF-6353,6353.0,Female,Sales Executive,Married,Yes,Y,6.0,-2.0,0.0,26.0,1.0,434.0,8.0,Associates Degree,1.0,1.0,41.0,4.0,4.0,4.0,14280.0,21072.0,0.0,18.0,3.0,4.0,80.0,3.0,24.0,3.0,15.0,0.0,0.0,6.0
No,Non-Travel,Under 25,Current Employees,R&D,Human Resources,STAFF-6354,6354.0,Male,Human Resources,Divorced,Yes,Y,6.0,-2.0,0.0,18.0,1.0,212.0,18.0,Master's Degree,1.0,4.0,90.0,4.0,1.0,4.0,16132.0,4359.0,4.0,14.0,3.0,2.0,80.0,0.0,29.0,1.0,16.0,7.0,13.0,0.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Human Resources,STAFF-6355,6355.0,Female,Research Director,Single,Yes,Y,4.0,-2.0,0.0,30.0,1.0,457.0,24.0,Master's Degree,1.0,2.0,33.0,4.0,3.0,2.0,8669.0,19293.0,1.0,18.0,4.0,2.0,80.0,0.0,36.0,3.0,40.0,14.0,8.0,9.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-6356,6356.0,Male,Manufacturing Director,Divorced,No,Y,0.0,-2.0,0.0,32.0,1.0,243.0,10.0,High School,1.0,2.0,81.0,3.0,5.0,4.0,17973.0,7584.0,1.0,21.0,4.0,4.0,80.0,1.0,15.0,4.0,15.0,10.0,13.0,3.0
